CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;DateDebutOperationPrelBio;CdSupport;LbSupport;DtProdResultatBiologique;HeureResultat;CdParametreResultatBiologique;LbLongParametre;ResIndiceResultatBiologique;CdUniteMesure;SymUniteMesure;CdRqIndiceResultatBiologique;MnemoRqAna;CdMethEval;RefOperationPrelBio;CdProducteur;NomProducteur;CdAccredRsIndiceResultatBiologique;MnAccredRsIndiceResultatBiologique
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2008-07-03;4;Poissons;2019-12-07;;7745;Score de la métrique densité d'individus invertivores (DII);0.719239;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe1898eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.30_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2008-07-03;4;Poissons;2019-12-07;;7746;Score de la métrique densité d'individus omnivores (DIO);0.117202;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe1898eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.30_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2008-07-03;4;Poissons;2019-12-07;;7786;Score de la métrique densité d'individus tolérants (DIT);0.243874;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe1898eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.30_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2008-07-03;4;Poissons;2019-12-07;;7787;Score de la métrique densité totale d'individus (DTI);0.675986;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe1898eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.30_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2009-06-24;4;Poissons;2019-12-03;;7036;Indice Poisson Rivière (IPR);11.406358;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2016eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.10_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2009-06-24;4;Poissons;2019-12-03;;7644;Score de la métrique nombre total d’espèces (NTE);3.154079;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2016eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.10_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2009-06-24;4;Poissons;2019-12-03;;7743;Score de la métrique nombre d'espèces lithophiles (NEL);1.776120;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2016eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.10_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2009-06-24;4;Poissons;2019-12-03;;7744;Score de la métrique nombre d'espèces rhéophiles (NER);2.795861;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2016eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.10_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2009-06-24;4;Poissons;2019-12-03;;7745;Score de la métrique densité d'individus invertivores (DII);0.880650;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2016eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.10_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2009-06-24;4;Poissons;2019-12-03;;7746;Score de la métrique densité d'individus omnivores (DIO);0.007948;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2016eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.10_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2009-06-24;4;Poissons;2019-12-03;;7786;Score de la métrique densité d'individus tolérants (DIT);0.024986;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2016eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.10_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2009-06-24;4;Poissons;2019-12-03;;7787;Score de la métrique densité totale d'individus (DTI);2.766715;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2016eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.10_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2010-07-07;4;Poissons;2019-12-03;;7036;Indice Poisson Rivière (IPR);29.262235;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2118eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2010-07-07;4;Poissons;2019-12-03;;7644;Score de la métrique nombre total d’espèces (NTE);6.319409;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2118eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2010-07-07;4;Poissons;2019-12-03;;7743;Score de la métrique nombre d'espèces lithophiles (NEL);9.053726;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2118eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2010-07-07;4;Poissons;2019-12-03;;7744;Score de la métrique nombre d'espèces rhéophiles (NER);12.149736;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2118eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2010-07-07;4;Poissons;2019-12-03;;7745;Score de la métrique densité d'individus invertivores (DII);0.889731;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2118eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2010-07-07;4;Poissons;2019-12-03;;7746;Score de la métrique densité d'individus omnivores (DIO);0.118152;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2118eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2010-07-07;4;Poissons;2019-12-03;;7786;Score de la métrique densité d'individus tolérants (DIT);0.246652;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2118eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2010-07-07;4;Poissons;2019-12-03;;7787;Score de la métrique densité totale d'individus (DTI);0.484827;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2118eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2011-06-15;4;Poissons;2019-12-02;;7036;Indice Poisson Rivière (IPR);8.541937;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2215eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2011-06-15;4;Poissons;2019-12-02;;7644;Score de la métrique nombre total d’espèces (NTE);4.590606;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2215eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2011-06-15;4;Poissons;2019-12-02;;7743;Score de la métrique nombre d'espèces lithophiles (NEL);1.770931;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2215eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2011-06-15;4;Poissons;2019-12-02;;7744;Score de la métrique nombre d'espèces rhéophiles (NER);0.850995;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2215eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2011-06-15;4;Poissons;2019-12-02;;7745;Score de la métrique densité d'individus invertivores (DII);0.397276;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2215eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2011-06-15;4;Poissons;2019-12-02;;7746;Score de la métrique densité d'individus omnivores (DIO);0.256478;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2215eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2011-06-15;4;Poissons;2019-12-02;;7786;Score de la métrique densité d'individus tolérants (DIT);0.454184;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2215eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2011-06-15;4;Poissons;2019-12-02;;7787;Score de la métrique densité totale d'individus (DTI);0.221466;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2215eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2012-06-05;4;Poissons;2019-11-27;;7036;Indice Poisson Rivière (IPR);11.713501;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2345eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2012-06-05;4;Poissons;2019-11-27;;7644;Score de la métrique nombre total d’espèces (NTE);0.914985;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2345eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2012-06-05;4;Poissons;2019-11-27;;7743;Score de la métrique nombre d'espèces lithophiles (NEL);4.526231;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2345eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2012-06-05;4;Poissons;2019-11-27;;7744;Score de la métrique nombre d'espèces rhéophiles (NER);2.790465;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2345eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2012-06-05;4;Poissons;2019-11-27;;7745;Score de la métrique densité d'individus invertivores (DII);1.136507;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2345eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2012-06-05;4;Poissons;2019-11-27;;7746;Score de la métrique densité d'individus omnivores (DIO);0.067440;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2345eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2012-06-05;4;Poissons;2019-11-27;;7786;Score de la métrique densité d'individus tolérants (DIT);0.148841;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2345eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2012-06-05;4;Poissons;2019-11-27;;7787;Score de la métrique densité totale d'individus (DTI);2.129033;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe2345eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2018-09-27;4;Poissons;2021-08-30;;7036;Indice Poisson Rivière (IPR);34.531943;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe39372eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM132.0_PntCEPM0.1_ProfMStaM3.91_AltM32_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2018-09-27;4;Poissons;2021-08-30;;7644;Score de la métrique nombre total d’espèces (NTE);7.937705;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe39372eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM132.0_PntCEPM0.1_ProfMStaM3.91_AltM32_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2018-09-27;4;Poissons;2021-08-30;;7743;Score de la métrique nombre d'espèces lithophiles (NEL);8.728600;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe39372eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM132.0_PntCEPM0.1_ProfMStaM3.91_AltM32_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2018-09-27;4;Poissons;2021-08-30;;7744;Score de la métrique nombre d'espèces rhéophiles (NER);11.771905;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe39372eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM132.0_PntCEPM0.1_ProfMStaM3.91_AltM32_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2018-09-27;4;Poissons;2021-08-30;;7745;Score de la métrique densité d'individus invertivores (DII);1.559376;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe39372eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM132.0_PntCEPM0.1_ProfMStaM3.91_AltM32_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2018-09-27;4;Poissons;2021-08-30;;7746;Score de la métrique densité d'individus omnivores (DIO);0.017984;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe39372eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM132.0_PntCEPM0.1_ProfMStaM3.91_AltM32_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2018-09-27;4;Poissons;2021-08-30;;7786;Score de la métrique densité d'individus tolérants (DIT);0.048844;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe39372eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM132.0_PntCEPM0.1_ProfMStaM3.91_AltM32_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2018-09-27;4;Poissons;2021-08-30;;7787;Score de la métrique densité totale d'individus (DTI);4.467527;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe39372eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM132.0_PntCEPM0.1_ProfMStaM3.91_AltM32_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2019-10-10;4;Poissons;2021-08-30;;7036;Indice Poisson Rivière (IPR);26.566565;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe82253eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM128.8_PntCEPM0.1_ProfMStaM3.66_AltM32_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2019-10-10;4;Poissons;2021-08-30;;7644;Score de la métrique nombre total d’espèces (NTE);10.247666;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe82253eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM128.8_PntCEPM0.1_ProfMStaM3.66_AltM32_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;2019-10-10;4;Poissons;2021-08-30;;7743;Score de la métrique nombre d'espèces lithophiles (NEL);4.461598;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;IPR_v1.0.3;Aspe82253eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM128.8_PntCEPM0.1_ProfMStaM3.66_AltM32_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0;Inconnu
